# EMBED BER/Latency Report Template (fill values without '#')
# timestamp,start_time,end_time,port,baud,parity,stopbits,duration_s,total_frames,total_bytes,crc_errors,timeouts,retries,ber,latency_avg_ms,latency_p95_ms,latency_max_ms,notes
,,,/dev/ttyOHT485,115200,N,1,,,,,,,,,,,
